"giliese_catalogue_name";"bayer_flamsteed_designation";"proper_name";"absolute_magnitude";"spectral_type";"colour_index";"x_parsecs";"y_parsecs";"z_parsecs";"constellation";"luminosity"
;;;"-12.330";"B6V+...";"-0.020";"15945.478000";"-92028.668427";"35727.663217";"Her";"7447319.739059889"
;;;"-12.100";"B8II";"0.188";"15906.555250";"-91366.593185";"-37404.908097";"Sgr";"6025595.860743581"
;;;"-11.770";"K2";"1.027";"16836.856182";"-96405.695928";"20553.882027";"Oph";"4446312.674691084"
;;;"-10.650";"O6";"0.749";"17077.444474";"-97696.017965";"-12800.351828";"Sct";"1584893.1924611141"
;;;"-10.060";"B1II";"-0.043";"15064.171802";"-85861.907957";"-48997.995467";"Sgr";"920449.5717531722"
;;;"-11.600";"B9";"0.001";"16248.906097";"-92508.402389";"34324.459763";"Her";"3801893.9632056127"
;;;"-11.070";"K2";"1.308";"16690.556343";"-94416.080345";"28408.257627";"Her";"2333458.0622810046"
;;;"-11.740";"B2III";"-0.140";"12974.504167";"-73249.731090";"-66829.179360";"CrA";"4325138.310350088"
;;;"-11.300";"B5II(n)";"0.002";"16096.672807";"-90863.383713";"-38532.358222";"Sgr";"2884031.503126606"
;;;"-9.520";"B4II/III";"-0.120";"13467.772863";"-75695.480518";"-63943.828500";"CrA";"559757.6014951104"
;;;"-13.070";"A2III";"0.220";"17317.167864";"-97275.089380";"15416.636574";"Oph";"14723125.024327224"
;;;"-8.900";;;"11607.294132";"-65142.304852";"74978.335815";"Dra";"316227.7660168379"
;;;"-10.900";"K2IV";"1.528";"11826.963660";"-66373.331585";"-73855.966481";"Tel";"1995262.3149688828"
;;;"-8.270";;;"14731.473502";"-82331.337568";"-54813.634642";"Sgr";"177010.8958317422"
;;;"-10.000";"B8";"0.445";"17513.622163";"-97472.361275";"-13871.258999";"Sct";"870963.5899560815"
;;;"-11.170";"K1III";"1.031";"13733.361626";"-76393.933544";"-63050.469436";"CrA";"2558585.886905648"
;;;"-9.850";"K0";"1.527";"16737.514133";"-92802.549526";"33279.759947";"Her";"758577.5750291835"
;;;"-10.940";"A0IV";"0.121";"14536.718241";"-80501.449648";"-57516.957737";"Sgr";"2070141.3487910414"
;;;"-9.970";"K2";"1.142";"13177.653829";"-72716.012360";"67370.104542";"Lyr";"847227.414140598"
;;;"-11.230";"B2Ib";"0.229";"17267.299867";"-95147.416336";"-25471.739422";"Sct";"2703958.3641088405"
;;;"-9.030";"B3";"0.500";"17742.492101";"-97702.277263";"-11809.699057";"Sct";"356451.1334262439"
;;;"-11.000";"G6";"1.252";"8869.536611";"-48732.924979";"-86870.209757";"Pav";"2187761.623949552"
;;;"-8.520";"F2.5";;"15704.952259";"-86277.999236";"48056.855103";"Lyr";"222843.5149270303"
;;;"-13.210";"G5IV";"0.820";"15465.481358";"-84947.974856";"50444.627884";"Lyr";"16749428.760264415"
;;;"-10.580";"K0";"1.054";"14407.283655";"-79130.467602";"59420.529069";"Lyr";"1485935.642287009"
;;;"-12.090";"K3III";"1.623";"14437.478574";"-79280.132324";"-59213.341665";"Sgr";"5970352.865838366"
;;;"-11.680";"B5II/III";"-0.027";"15704.961873";"-86189.926984";"-48214.631172";"Sgr";"4092606.597300118"
;;;"-11.560";"K2";"1.670";"15870.521845";"-86891.890356";"-46882.042690";"Sgr";"3664375.746478333"
;;;"-13.600";"F2/F3Ib/II";"0.757";"17516.565876";"-95188.347346";"-25146.539405";"Sct";"23988329.190194897"
;;;"-11.240";"K0";"0.987";"6331.872500";"-34403.109470";"93682.087132";"Dra";"2728977.7828080403"
;;;"-11.700";"B2III/IV";"-0.017";"16093.611495";"-87274.038501";"-46089.454668";"Sgr";"4168693.8347033467"
;;;"-10.320";;"1.350";"18201.139641";"-97785.879152";"-10326.681666";"Sct";"1169499.3910198724"
;;;"-8.790";;;"18335.358527";"-97863.042303";"-9308.038404";"Sct";"285759.05433749437"
;;;"-10.940";"B8";"0.318";"18082.951914";"-96445.070188";"-19270.580857";"Sct";"2070141.3487910414"
;;;"-11.580";"G5III";"1.058";"16516.316243";"-87873.433309";"-44782.485596";"Sgr";"3732501.5779572064"
;;;"-12.000";"G5";"0.888";"17373.385892";"-91930.929106";"35311.042697";"Her";"5495408.738576259"
;;;"-12.030";"C5II";"3.080";"14847.519855";"-78515.512595";"60123.750941";"Lyr";"5649369.748123023"
;;;"-10.410";"G1.2";"1.277";"18536.860665";"-97742.141940";"-10141.919819";"Sct";"1270574.105208542"
;;;"-11.700";"K5";"1.724";"15829.604879";"-83301.509888";"53012.093523";"Lyr";"4168693.8347033467"
;;;"-11.760";"K5";"1.620";"11910.691778";"-62342.204156";"77276.031228";"Dra";"4405548.635065534"
;;;"-10.750";"K0";"1.157";"18404.819193";"-95854.275715";"21753.630908";"Her";"1737800.8287493763"
;;;"-10.910";"K5";"1.770";"18781.342170";"-97484.724592";"-11999.569058";"Sct";"2013724.2498623894"
;;;"-11.670";"F7.5";"0.970";"18790.814503";"-97293.053292";"-13452.399611";"Sct";"4055085.3544838433"
;;;"-10.030";"B9";"0.241";"19033.653460";"-97093.704627";"-14509.740097";"Sct";"895364.7655495937"
;;;"-11.480";"B9V";"0.028";"13139.090766";"-66977.476445";"-73084.758622";"Tel";"3404081.8970100093"
;;;"-10.250";"C";"1.600";"18750.656389";"-95529.803745";"-22857.591050";"Sct";"1096478.196143185"
;;;"-11.610";"F0";"0.515";"19109.386065";"-97257.734419";"-13257.618940";"Sct";"3837072.454922792"
;;;"-12.180";"B1:V:npe";"0.204";"19170.262464";"-97361.560899";"-12378.511339";"Sct";"6486344.335482401"
;;;"-13.290";"K5";"1.868";"19246.442812";"-97467.954256";"-11382.983937";"Sct";"18030177.4085957"
;;;"-11.710";"F5";"0.781";"19042.529471";"-96427.578238";"-18414.782822";"Sct";"4207266.283844455"
;;;"-10.890";"B8";"0.110";"18335.440537";"-92829.911383";"32348.402943";"Her";"1976969.640111862"
;;;"-10.940";"B1/B2Ib";"0.670";"18849.096600";"-95027.265756";"-24789.720408";"Sct";"2070141.3487910414"
;;;"-9.690";;;"15170.801018";"-75973.330269";"63228.948151";"Lyr";"654636.1740672747"
;;;"-10.870";"A0II-III";"0.475";"19330.348053";"-96745.501005";"-16329.289222";"Sct";"1940885.8775927792"
;;;"-12.550";"F8Ib/II";"0.773";"18372.697001";"-91755.473430";"-35261.552706";"Sgr";"9120108.393559096"
;;;"-11.800";"B0.5Ia";"0.925";"19649.600318";"-97721.975109";"-8019.279493";"Sct";"4570881.8961487515"
;;;"-10.860";"K2";"1.360";"17541.062083";"-86995.304965";"46088.263746";"Lyr";"1923091.7289101575"
;;;"-10.770";"K0";"0.915";"8047.661748";"-39857.369617";"-91359.866614";"Pav";"1770108.958317422"
;;;"-12.110";"M...";"1.652";"14854.754783";"-73518.910999";"66138.536315";"Lyr";"6081350.012787188"
;;;"-10.370";"M0";"1.726";"13164.732343";"-65075.211841";"74779.052055";"Dra";"1224616.1992650488"
;;;"-8.510";;"0.970";"13019.944646";"-64218.490066";"-75541.158152";"Tel";"220800.47330189013"
;;;"-9.930";"G5";"1.122";"19435.436469";"-95738.262445";"21364.668874";"Her";"816582.3713585923"
;;;"-10.960";"K5";"1.467";"16643.520925";"-81744.041577";"55144.400241";"Lyr";"2108628.149933293"
;;;"-10.990";"K1III";"1.000";"15598.825357";"-76450.701546";"-62545.718323";"CrA";"2167704.1048196964"
;;;"-10.110";"B8Ib";"0.532";"19274.242361";"-94146.567468";"-27657.321192";"Sgr";"963829.0236239705"
;;;"-10.870";"M0";"2.068";"19303.636818";"-94211.503409";"27414.635342";"Her";"1940885.8775927792"
;;;"-10.460";"C";"0.890";"17189.559156";"-83659.841188";"-52014.900867";"Sgr";"1330454.4179780928"
;;;"-8.980";"G0";"0.588";"15306.245499";"-74257.670323";"65203.659766";"Lyr";"340408.1897010009"
;;;"-10.840";"B1IV";"0.236";"20014.750356";"-96999.881501";"-13799.734591";"Sct";"1887991.3490962926"
;;;"-14.310";"F2Ib-II";"0.584";"19930.137943";"-96404.063181";"-17579.710513";"Sct";"46131757.456038"
;;;"-8.470";;"1.280";"11802.996883";"-56951.242448";"-81346.451971";"Tel";"212813.90459827133"
;;;"-11.800";"B8Vn...";"-0.057";"12864.581821";"-61849.075350";"-77518.993885";"Tel";"4570881.8961487515"
;;;"-10.700";"B8";"0.103";"19914.101122";"-95064.401448";"23794.708529";"Her";"1659586.9074375597"
;;;"-14.620";"K0Ibpvar";"1.280";"20468.357859";"-97376.715087";"-9940.913643";"Sct";"61376200.516479455"
;;;"-10.000";"R0";"0.628";"16193.172597";"-76944.453081";"-61784.563617";"CrA";"870963.5899560815"
;;;"-10.080";"O8";"0.281";"20486.318693";"-97260.512320";"-10986.517495";"Sct";"937562.0069258811"
;;;"-11.640";"G0Ib";"0.718";"18134.560487";"-85802.271968";"48053.176955";"Lyr";"3944573.0207527927"
;;;"-12.360";"K2II";"1.290";"18153.027797";"-85863.752411";"47936.245027";"Lyr";"7655966.069112569"
;;;"-12.130";"M1III";"1.629";"13904.557442";"-65734.960050";"-74064.690032";"Tel";"6194410.750767824"
;;;"-10.280";"B7/B8II";"0.276";"19393.542972";"-91344.984190";"-35776.868986";"Sgr";"1127197.4561755094"
;;;"-9.290";"F5";"0.413";"16428.284263";"-77354.833383";"-61207.362535";"CrA";"452897.5799036204"
;;;"-12.710";"B2:IV/V";"0.901";"19737.074128";"-92908.254300";"-31281.051580";"Sgr";"10568175.092136607"
;;;"-11.420";"K1III";"1.160";"14946.033875";"-70313.078128";"-69517.530994";"CrA";"3221068.7912834347"
;;;"-11.120";"B0.5Iab";"0.311";"20896.474537";"-97141.950831";"-11259.611676";"Sct";"2443430.5526939714"
;;;"-11.890";"A2";"0.154";"20903.207250";"-96811.195763";"13807.545098";"Aql";"4965923.214503378"
;;;"-10.990";"B2Ib/II";"0.306";"20647.755688";"-95399.414061";"-21739.870129";"Sct";"2167704.1048196964"
;;;"-12.870";"B5V";"0.010";"19771.895395";"-91133.022181";"36108.785543";"Her";"12246161.99265049"
;;;"-12.200";"B1.5V";"0.100";"20980.126109";"-96661.583217";"-14709.610773";"Sct";"6606934.480075951"
;;;"-11.280";"K2";"1.160";"20753.703240";"-95301.967318";"22063.971249";"Her";"2831391.995799379"
;;;"-9.690";"K2";"1.278";"19837.158600";"-90905.981656";"36641.365121";"Her";"654636.1740672747"
;;;"-11.320";"G8III";"1.023";"14770.677966";"-67450.972753";"-72333.901783";"Tel";"2937649.6519615366"
;;;"-11.090";"K4III:";"1.799";"19387.975249";"-88064.324337";"-43229.401971";"Sgr";"2376840.286624878"
;;;"-11.070";"B8";"0.106";"21368.617518";"-96560.343356";"14814.934236";"Aql";"2333458.0622810046"
;;;"-10.660";"A4V + K2";"0.500";"20245.882749";"-91313.771396";"35382.190253";"Her";"1599558.0286146712"
;;;"-10.500";"K5";"1.790";"21520.771100";"-97053.577625";"10837.872550";"Ser";"1380384.2646028867"
;;;"-11.340";;"1.470";"21547.275197";"-97009.287395";"-11176.452505";"Sct";"2992264.636608183"
;;;"-11.310";"K5";"1.910";"21451.723610";"-96577.159304";"-14583.410267";"Sct";"2910717.118066608"
;;;"-8.640";;;"21415.672877";"-96325.607682";"-16209.449711";"Sct";"248885.73182823954"
;;;"-8.440";;;"15359.139899";"-68843.834154";"-70884.577452";"CrA";"207014.13487910412"
;;;"-10.030";"F0V";"0.330";"15364.671656";"-68840.108317";"-70886.997058";"CrA";"895364.7655495937"
;;;"-9.160";"F5Ib-II";"0.387";"21000.988631";"-93833.478584";"27463.370523";"Her";"401790.81084894"
;;;"-12.290";"G8III:+...";"0.799";"17500.345152";"-78121.350198";"-59923.222233";"Sgr";"7177942.91271363"
;;;"-11.640";"K5";"1.795";"21919.579083";"-97566.058249";"-629.548078";"Aql";"3944573.0207527927"
;;;"-12.930";"B2V";"-0.142";"14741.691119";"-65561.323562";"-74056.703837";"Tel";"12941958.41449989"
;;;"-11.070";"A";"0.111";"17880.701601";"-79218.283978";"58350.184179";"Lyr";"2333458.0622810046"
;;;"-13.500";"B5III";"-0.075";"16633.180155";"-73541.598252";"-65688.435801";"CrA";"21877616.239495564"
;;;"-13.160";"G0Ib";"0.854";"20698.755819";"-91479.286044";"-34685.757029";"Sgr";"15995580.286146678"
;;;"-12.500";"B8II/III";"0.112";"20741.337966";"-91466.617401";"-34693.728335";"Sgr";"8709635.899560831"
;;;"-11.530";"B8";;"21993.595450";"-96936.354976";"-10937.316143";"Sct";"3564511.334262439"
;;;"-11.330";"B1V:npe";"0.008";"21934.102403";"-96616.579129";"-13569.516451";"Sct";"2964831.3895243453"
;;;"-11.010";"G6III";"0.957";"6789.035593";"-29828.328397";"-95205.986265";"Pav";"2208004.733018901"
;;;"-9.150";"G0";"0.831";"19567.380879";"-85869.890435";"47365.383164";"Lyr";"398107.17055349774"
;;;"-11.000";"F5";"0.471";"9315.870386";"-40852.747356";"90797.949275";"Dra";"2187761.623949552"
;;;"-11.570";"B9";"0.262";"22178.516998";"-96710.499151";"12457.638299";"Aql";"3698281.797802674"
;;;"-10.900";"G5";"1.065";"22670.450882";"-97285.368556";"-4648.410678";"Aql";"1995262.3149688828"
;;;"-11.840";"K0";"1.548";"20559.357058";"-88210.529989";"42381.779533";"Her";"4742419.852602438"
;;;"-10.170";"B8";"-0.158";"15069.198689";"-64654.634064";"74784.340238";"Dra";"1018591.388054117"
;;;"-11.120";"B8";"0.101";"21388.165655";"-91355.459367";"-34593.733735";"Sgr";"2443430.5526939714"
;;;"-9.990";"F0";"0.626";"21089.163129";"-89827.653303";"38551.782067";"Her";"862978.5477669702"
;;;"-11.360";"K0";"1.008";"21869.275041";"-92910.450562";"29822.524804";"Her";"3047894.9896279895"
;;;"-12.230";"B8";"0.105";"22657.191003";"-95769.701727";"-17743.053303";"Sct";"6792036.326171843"
;;;"-10.420";"K2";"1.172";"19610.099958";"-82690.280102";"52704.473779";"Lyr";"1282330.582656023"
;;;"-11.390";"B9";"0.440";"22967.917018";"-96769.034425";"10403.305451";"Ser";"3133285.7243155953"
;;;"-11.930";"F3V";"0.567";"21643.840808";"-90781.299056";"-35920.744656";"Sgr";"5152286.445817572"
;;;"-11.700";"B7III";"0.031";"22065.685141";"-91382.905237";"-34092.083680";"Sgr";"4168693.8347033467"
;;;"-10.970";"M0/M1";"1.767";"22914.427588";"-94701.912820";"-22505.037580";"Sct";"2128139.0459827133"
;;;"-11.170";"K5";"1.653";"22322.545424";"-92101.793977";"31921.207871";"Her";"2558585.886905648"
;;;"-10.830";"B8";"0.051";"22147.409099";"-91364.918372";"-34087.299117";"Sgr";"1870682.1403658015"
;;;"-11.700";"K2";"1.356";"23044.983930";"-95039.942681";"20888.705346";"Aql";"4168693.8347033467"
;;;"-11.720";"K5III";"1.657";"20695.287466";"-85235.018000";"-48028.083277";"Sgr";"4246195.63946313"
;;;"-11.430";"G5";"1.280";"15150.953793";"-62235.086902";"-76793.505959";"Tel";"3250872.973854347"
;;;"-10.810";"M...";"1.575";"9234.288298";"-37335.678901";"92308.044073";"Dra";"1836538.3433483473"
;;;"-11.710";"K5III";"1.570";"6356.865418";"-25655.891965";"-96443.586980";"Pav";"4207266.283844455"
;;;"-10.450";;"0.497";"20125.491868";"-80635.392797";"55613.829266";"Lyr";"1318256.7385564074"
;;;"-11.120";"G8IV";"1.011";"18234.447342";"-72820.967290";"-66065.207583";"CrA";"2443430.5526939714"
;;;"-8.610";"Gp";"1.210";"17387.544766";"-68408.459447";"-70837.532164";"CrA";"242102.904673618"
;;;"-10.910";"K5";"1.782";"22487.584394";"-88455.190169";"40865.485197";"Her";"2013724.2498623894"
;;;"-9.760";"A1V+A3V";"0.264";"22570.047057";"-88620.316492";"-40460.258040";"Sgr";"698232.4040771718"
;;;"-9.560";;;"22570.995534";"-88618.188363";"-40464.389924";"Sgr";"580764.4175213124"
;;;"-7.140";;"1.333";"24491.597868";"-96055.892404";"13169.174934";;"62517.26927756849"
;;;"-10.920";"B9V";"0.002";"11095.179409";"-43412.872402";"-89399.214223";"Pav";"2032357.0109362209"
;;;"-8.840";;;"24784.324052";"-96871.631763";"-1274.457140";"Aql";"299226.4636608189"
;;;"-12.980";"B2Ib/II";"-0.102";"23490.429063";"-91497.229657";"-32809.399489";"Sgr";"13551894.12351035"
;;;"-10.430";"B9";"0.469";"24809.393476";"-96483.486026";"8685.097556";"Ser";"1294195.8414499862"
;;;"-10.950";"B9";"0.196";"23305.557909";"-90514.520186";"35552.392410";"Sge";"2089296.1308540408"
;;;"-10.430";"B9";"0.883";"24963.423533";"-96774.836059";"-3385.054089";"Aql";"1294195.8414499862"
;;;"-10.330";"B8";"0.387";"24543.938583";"-94867.263970";"-19944.856623";"Sct";"1180320.6356517298"
;;;"-11.080";"K0";"1.127";"24365.729073";"-94147.764774";"23291.836228";"Aql";"2355049.283896009"
;;;"-10.810";"B9";"0.320";"24907.263590";"-96113.844976";"11906.175897";"Aql";"1836538.3433483473"
;;;"-11.310";"B7IV";"0.069";"22036.953562";"-84855.728533";"-48102.785915";"Sgr";"2910717.118066608"
;;;"-11.220";"M0III:";"1.849";"4752.586174";"-18244.757631";"-98206.627799";"Oct";"2679168.3248190368"
;;;"-10.710";"M2";"1.720";"15147.493276";"-58109.730283";"79961.319986";"Dra";"1674942.876026438"
;;;"-11.630";"A0IV";"0.058";"20710.506613";"-79423.964908";"-57121.875967";"Sgr";"3908408.957924025"
;;;"-12.470";"K5";"1.683";"22846.764348";"-87513.385857";"42654.808108";"Vul";"8472274.141405981"
;;;"-12.010";"C6II";"2.100";"24476.432972";"-93730.889591";"24807.752949";"Aql";"5546257.1295791045"
;;;"-10.460";"B1Ia";"0.294";"25202.807163";"-95923.894204";"-12783.787376";"Aql";"1330454.4179780928"
;;;"-11.770";"K2/K3III";"1.348";"17883.868741";"-67528.166256";"-71554.971882";"Tel";"4446312.674691084"
;;;"-10.850";"K2";"1.521";"12816.516192";"-47931.894465";"-86823.213519";"Pav";"1905460.7179632483"
;;;"-10.820";"G8III";"0.953";"19827.757138";"-74094.113044";"-64163.248508";"CrA";"1853531.6234148142"
;;;"-11.660";"A3V";"0.084";"11910.890398";"-44485.340947";"-88764.774155";"Pav";"4017908.108489392"
;;;"-10.860";"F";"0.119";"25213.540930";"-94163.077929";"22306.772711";"Aql";"1923091.7289101575"
;;;"-12.740";"B9.5V+...";"1.633";"25221.167898";"-94160.737248";"22308.030994";"Aql";"10864256.236170666"
;;;"-10.030";"A0";"0.610";"25854.306000";"-96428.640137";"-5750.845377";"Aql";"895364.7655495937"
;;;"-8.900";;"1.030";"15974.800148";"-59536.499019";"-78741.418863";"Tel";"316227.7660168379"
;;;"-8.250";;"1.500";"24634.152284";"-91717.772764";"-31321.058418";"Sgr";"173780.08287493762"
;;;"-11.130";"B2V";"0.162";"25066.004221";"-93119.368755";"26466.555670";"Aql";"2466039.337234341"
;;;"-8.640";;"1.150";"17048.353581";"-63299.036207";"-75515.466332";"Tel";"248885.73182823954"
;;;"-12.290";"B9";"0.391";"25388.018358";"-93405.436326";"25117.185124";"Aql";"7177942.91271363"
;;;"-10.810";"K5";"0.969";"16440.785190";"-60280.397359";"78076.720453";"Dra";"1836538.3433483473"
;;;"-12.960";"B5";"-0.097";"23245.829967";"-84827.434591";"47580.854553";"Lyr";"13304544.179780954"
;;;"-10.040";"F8";"1.459";"26441.433378";"-96440.576349";"256.582122";"Aql";"903649.4737223005"
;;;"-10.450";"F0p...";"0.301";"23073.257649";"-83448.496085";"50039.717053";"Lyr";"1318256.7385564074"
;;;"-11.530";"K0";"1.166";"26478.780769";"-95222.293922";"15218.044282";"Aql";"3564511.334262439"
;;;"-8.110";;;"22605.026800";"-81215.248950";"-53787.508786";"Sgr";"152756.60582380733"
;;;"-9.430";"B1Ia:";"1.040";"26455.195870";"-94443.535233";"19507.466883";"Aql";"515228.64458175615"
;;;"-9.860";"A3";"0.183";"19176.869432";"-68150.828562";"70623.737123";"Lyr";"765596.6069112569"
;;;"-12.410";"B9III:";"-0.078";"18979.793476";"-67197.901297";"-71583.584019";"Tel";"8016780.633876789"
;;;"-10.980";"F0";"0.351";"17264.051655";"-60690.769892";"77579.526747";"Dra";"2147830.4741305374"
;;;"-12.090";"K1IIICN...";"1.288";"22483.238552";"-78872.485330";"-57215.688776";"Sgr";"5970352.865838366"
;;;"-10.120";"G5";"0.515";"26242.950576";"-91978.657035";"29175.918069";"Aql";"972747.2237769641"
;;;"-11.490";"K0";"1.142";"26245.114000";"-91976.582456";"29180.511836";"Aql";"3435579.47899875"
;;;"-11.370";"K2";"1.872";"26681.882795";"-93427.384768";"23651.657574";"Aql";"3076096.814740705"
;;;"-9.120";"WN8 (SB1)";"0.482";"27478.717942";"-95855.371207";"-7527.806521";"Aql";"387257.6449216173"
;;;"-10.940";"K5";"1.068";"26667.170857";"-92991.344904";"25327.293015";"Aql";"2070141.3487910414"
;;;"-11.720";"F5+...";"0.489";"26679.800230";"-92935.756815";"25517.315003";"Aql";"4246195.63946313"
;;;"-11.310";"B9II/III";"0.040";"26307.978401";"-91528.049243";"-30504.204205";"Sgr";"2910717.118066608"
;;;"-11.390";"K2III";"1.383";"25833.602686";"-89841.532419";"-35512.308077";"Sgr";"3133285.7243155953"
;;;"-12.080";"A0II";"0.282";"27012.466280";"-93619.045773";"22490.018541";"Aql";"5915616.341754743"
;;;"-9.860";"F8";"0.602";"23858.005331";"-82502.005473";"-51227.089265";"Sgr";"765596.6069112569"
;;;"-11.430";"G3";"1.030";"27831.925287";"-96021.809698";"2279.474145";"Aql";"3250872.973854347"
;;;"-12.080";"K5";"1.560";"16876.792011";"-58113.197039";"79611.746755";"Dra";"5915616.341754743"
;;;"-11.460";"A0";"0.350";"27629.548767";"-94970.209093";"14739.993885";"Aql";"3341950.4002611497"
;;;"-11.440";"B8";"0.060";"27766.654881";"-95259.860555";"-12432.692539";"Aql";"3280952.93113119"
;;;"-11.340";"F3IV/V";"0.471";"23569.739480";"-80469.140579";"-54490.226603";"Sgr";"2992264.636608183"
;;;"-11.540";"K2/K3III";"1.472";"9617.168981";"-32707.787364";"-94009.099062";"Pav";"3597493.351557431"
;;;"-11.980";"K3III";"1.460";"23029.531247";"-78222.339838";"-57887.012713";"Sgr";"5395106.225151268"
;;;"-10.900";"B8";"0.205";"26739.141931";"-90645.852826";"32685.587869";"Sge";"1995262.3149688828"
;;;"-11.640";"G8III/IV";"0.937";"19658.451551";"-66586.247094";"-71970.945392";"Tel";"3944573.0207527927"
;;;"-12.560";"K0";"1.940";"27678.842406";"-93737.692701";"21145.369474";"Aql";"9204495.717531722"
;;;"-11.770";"B2/3V(n)";"0.010";"26761.473721";"-90396.943231";"-33349.904584";"Sgr";"4446312.674691084"
;;;"-11.100";"M2III";"1.786";"14147.522229";"-47784.447719";"-86697.717219";"Pav";"2398832.91901949"
;;;"-10.270";"B9";"0.250";"27433.912472";"-92522.380771";"26210.484597";"Aql";"1116863.2477805612"
;;;"-10.210";"F5";"1.380";"25252.747012";"-85161.470332";"-45932.806787";"Sgr";"1056817.5092136606"
;;;"-8.680";"Gp";;"15468.074618";"-51929.173379";"-84048.198195";"Pav";"258226.01906345956"
;;;"-11.170";"K2/K3III";"1.383";"9032.920874";"-30275.531496";"-94877.808433";"Pav";"2558585.886905648"
;;;"-10.320";"K1III:";"1.335";"26546.079526";"-88778.404420";"-37599.209704";"Sgr";"1169499.3910198724"
;;;"-10.700";"A2";"0.511";"28406.091727";"-94942.040693";"13382.931736";"Aql";"1659586.9074375597"
;;;"-12.810";"F4Ib";"0.523";"17877.983047";"-59746.521864";"-78171.164835";"Tel";"11587773.561551262"
;;;"-11.030";"K1III";"1.260";"21824.901857";"-72819.202111";"-64969.511795";"CrA";"2249054.605835783"
;;;"-9.340";"B3";"0.033";"27253.316425";"-90747.664827";"31970.581498";"Sge";"474241.9852602448"
